#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,6,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-04-12T00:34:02.246107166Z,N/A,service,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,6,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-04-12T14:38:31.241265723Z,N/A,service,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,6,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-04-12T14:49:31.641000019Z,N/A,service,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,6,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-04-12T14:53:31.764636376Z,N/A,service,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,6,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-04-12T15:01:31.956396211Z,N/A,service,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,6,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-04-12T15:41:33.475971273Z,N/A,service,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,6,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-04-12T16:25:34.912322136Z,N/A,service,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,6,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-04-12T17:30:43.879876004Z,N/A,service,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,6,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-04-12T17:59:15.927584389Z,N/A,service,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,6,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-04-12T20:53:39.757956652Z,N/A,service,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,6,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-04-12T21:41:48.404230037Z,N/A,service,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,6,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-04-12T23:36:40.64407502Z,N/A,service,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,6,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-04-14T00:07:32.366639819Z,N/A,service,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,6,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-04-14T00:17:32.856802934Z,N/A,service,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,6,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-04-16T16:03:01.407458161Z,N/A,service,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,7,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-03-29T19:14:32.730060792Z,4,severity,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,7,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-03-29T19:15:32.767021182Z,4,severity,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,7,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-03-29T19:16:32.809762265Z,4,severity,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,7,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-03-29T21:00:43.720746456Z,4,severity,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,7,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-03-29T21:00:43.723668233Z,4,severity,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,7,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-03-29T21:01:43.764653613Z,4,severity,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,7,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-03-30T22:00:45.830045364Z,4,severity,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,7,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-03-31T17:38:39.402626193Z,4,severity,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,7,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-03-31T17:40:39.482828387Z,4,severity,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,7,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-03-31T19:55:23.116074346Z,4,severity,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,7,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-04-01T10:56:22.470727107Z,4,severity,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,7,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-04-01T10:56:22.476354406Z,4,severity,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,7,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-04-01T10:56:22.479339555Z,4,severity,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,7,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-04-01T10:56:22.482262094Z,4,severity,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,7,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-04-01T10:56:26.575681238Z,4,severity,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,7,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-04-01T10:56:26.60013038Z,4,severity,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,7,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-04-01T10:56:26.60395116Z,4,severity,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,7,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-04-01T10:56:26.607625032Z,4,severity,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,7,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-04-01T10:57:22.517511992Z,4,severity,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,7,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-04-01T10:57:22.523045346Z,4,severity,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,7,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-04-01T10:57:26.645756536Z,4,severity,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,7,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-04-01T10:57:26.651619539Z,4,severity,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,7,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-04-01T10:58:22.455118837Z,4,severity,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,7,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-04-01T10:58:22.459609431Z,4,severity,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,7,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-04-01T10:58:26.685465098Z,4,severity,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,7,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-04-01T11:48:24.226368435Z,4,severity,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,7,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-04-01T11:48:28.562504371Z,4,severity,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,7,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-04-01T12:54:03.825295794Z,4,severity,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,7,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-04-01T12:54:03.829668241Z,4,severity,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,7,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-04-01T12:54:03.832469446Z,4,severity,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,7,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-04-01T12:54:03.835367484Z,4,severity,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,7,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-04-01T12:55:03.875959059Z,4,severity,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,7,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-04-01T12:55:03.881833525Z,4,severity,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,7,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-04-01T12:56:03.916725838Z,4,severity,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,7,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-04-01T18:36:06.784049843Z,4,severity,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,7,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-04-05T16:29:44.738103851Z,4,severity,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,7,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-04-05T17:05:46.372573959Z,4,severity,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,7,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-04-05T17:31:47.655368378Z,4,severity,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,7,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-04-05T17:32:47.72528735Z,4,severity,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,7,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-04-05T18:55:51.534732676Z,4,severity,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,7,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-04-05T19:33:53.08751527Z,4,severity,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,7,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-04-05T19:39:53.465715744Z,4,severity,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,7,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-04-05T21:16:57.925989266Z,4,severity,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,7,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-04-06T15:42:32.846599202Z,4,severity,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,7,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-04-06T17:07:35.910354238Z,4,severity,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home
,,7,1970-01-01T00:00:00Z,2026-04-16T23:37:43.316518209Z,2026-04-08T16:47:30.9551334Z,4,severity,anomaly_banned_domain,DNS/Web,PWRHOUSE,192.168.69.5,Zakazana domena,10:7c:61:06:b1:fc,home

